共享单车编号,纬度,经度,使用次数,最后使用时间
bike_716,31.169894397821725,121.47269521326909,28,2025-04-26 15:41:47.624146
bike_717,31.17087683731994,121.47082881886284,18,2025-05-02 23:57:57.830185
bike_718,31.16249121070476,121.4704000899245,12,2025-05-02 23:17:27.531323
bike_719,31.161616343182185,121.46790504480983,2,2025-05-02 18:15:37.873214
bike_720,31.163759803256376,121.47014848831643,17,2025-04-26 15:44:52.584840
bike_721,31.156403288194383,121.4691153086472,13,2025-05-01 08:55:42.367800
bike_722,31.17017382981111,121.46899337247292,16,2025-05-01 16:08:20.572914
bike_723,31.17176062851189,121.46573655021365,16,2025-05-01 01:39:37.647600
bike_724,31.166574680770605,121.47127219122703,11,2025-05-01 08:25:06.111796
bike_725,31.171674496905688,121.47284032411605,22,2025-04-29 22:17:57.734930
bike_726,31.159599264566896,121.47317838720174,9,2025-05-01 13:15:11.708492
bike_727,31.16068112328045,121.47130610067524,1,2025-04-27 17:03:53.276689
bike_728,31.162945345182564,121.47084555749993,13,2025-04-30 06:12:30.107899
bike_729,31.167623564971464,121.47963518477435,31,2025-04-27 10:22:29.074746
bike_730,31.168322807974302,121.47339837356998,0,2025-04-27 14:05:12.067374
bike_731,31.15899255366322,121.46893246558594,37,2025-04-30 00:28:23.659222
bike_732,31.16454063368403,121.47766384565658,19,2025-04-30 22:30:32.427634
bike_733,31.16354874276275,121.47670154535376,14,2025-04-28 03:08:01.512607
bike_734,31.155092891913604,121.47021246718202,17,2025-04-26 19:22:55.602653
bike_735,31.16622410627149,121.46515384833262,16,2025-04-28 22:54:27.506875
bike_736,31.178337725715103,121.47290750952263,4,2025-04-30 20:41:59.048441
bike_737,31.16045272757384,121.47343982836992,7,2025-05-01 12:24:46.108642
bike_738,31.166368618525667,121.46839001077552,14,2025-04-27 16:30:19.449710
bike_739,31.166816261765863,121.47047518048568,20,2025-05-02 11:12:02.354226
bike_740,31.16713978688155,121.47751918284042,14,2025-04-30 21:30:11.520498
bike_741,31.165495219945164,121.46720489481184,24,2025-05-02 05:48:14.958063
bike_742,31.16725593244948,121.46591792632972,26,2025-05-01 22:33:57.516317
bike_743,31.16311111496445,121.47412398300462,22,2025-04-29 01:50:00.893271
bike_744,31.166790439310567,121.46824284834375,24,2025-04-30 06:13:35.323207
bike_745,31.161341619482428,121.47012086174051,28,2025-05-03 04:29:41.678012
bike_746,31.16477769485425,121.46674685520495,13,2025-05-01 19:12:58.337077
bike_747,31.164566463480178,121.47587932488999,35,2025-05-02 09:16:12.548232
bike_748,31.163885511534634,121.45769186286527,15,2025-04-29 06:56:37.847571
bike_749,31.170772666083685,121.46960270731384,14,2025-04-29 21:26:50.191102
bike_750,31.15936433666535,121.47527042316206,22,2025-04-29 21:34:09.728238
bike_751,31.161660190896633,121.47143861685505,20,2025-04-30 09:36:39.007921
bike_752,31.16235362586304,121.4699921494819,22,2025-05-03 07:01:46.571966
bike_753,31.157148694257938,121.4699219002613,22,2025-05-01 12:00:30.544313
bike_754,31.160446888355345,121.46934841505447,8,2025-04-27 20:34:55.027754
bike_755,31.172059939617537,121.46835463488816,23,2025-05-01 19:25:12.158310
bike_756,31.162683141153682,121.47485692577285,38,2025-04-26 23:07:42.708244
bike_757,31.161714395440896,121.47059827965535,35,2025-05-01 19:50:28.830327
bike_758,31.165603577049186,121.47045590059831,19,2025-04-26 17:41:38.875312
bike_759,31.167441375891936,121.47240861331396,26,2025-04-28 17:14:12.652391
bike_760,31.157603230826332,121.47577516004138,15,2025-04-26 20:06:06.180452
bike_761,31.166571062758678,121.47409639133508,10,2025-04-26 17:22:49.111408
bike_762,31.16000941853314,121.47580962104155,34,2025-04-26 12:53:11.603101
bike_763,31.159472757089638,121.46503253459963,18,2025-05-01 15:22:07.284547
bike_764,31.1609176122579,121.4764122396318,15,2025-04-26 22:03:48.399433
bike_765,31.16257218528338,121.46565591336574,9,2025-04-26 16:35:16.837713
bike_766,31.166406313757616,121.47185543432707,0,2025-05-01 17:47:10.302375
bike_767,31.17529254223561,121.46956802465748,28,2025-04-29 10:08:20.888257
bike_768,31.168994388768656,121.46668480447478,37,2025-04-30 15:37:14.127590
bike_769,31.16356355456287,121.47439902075101,8,2025-05-02 03:12:08.606171
bike_770,31.169534206817705,121.46878449853858,9,2025-04-30 10:59:31.064771
bike_771,31.166060925166956,121.47999272564309,19,2025-05-01 08:50:04.469413
bike_772,31.15566119631631,121.46458781188474,39,2025-05-02 07:36:16.969227
bike_773,31.165528571717484,121.46638606707306,17,2025-04-28 08:04:50.968366
bike_774,31.168490166528585,121.47414678397224,21,2025-04-27 17:18:00.113951
bike_775,31.17446144778625,121.4754788336872,17,2025-05-01 04:19:23.995111
bike_776,31.169210923480396,121.47081584241091,20,2025-04-29 10:18:46.089105
bike_777,31.159773872485673,121.47094379607353,21,2025-04-28 07:05:42.866884
bike_778,31.161517149910125,121.47178957138532,17,2025-04-29 17:47:59.306639
bike_779,31.15619270092839,121.47434060946672,19,2025-05-01 00:50:30.065808
bike_780,31.167167632301457,121.46936135941179,38,2025-05-01 21:10:09.153787
bike_781,31.1578321863838,121.4746953526318,1,2025-04-27 16:52:05.046559
bike_782,31.17005762642206,121.4709612061352,33,2025-05-01 00:17:14.035888
bike_783,31.17068217166808,121.46883634718375,9,2025-05-02 20:59:49.924048
bike_784,31.161731004049752,121.46383265670151,0,2025-04-27 13:57:07.845162
bike_785,31.162136507785043,121.46492266944472,24,2025-04-30 18:36:36.654462
bike_786,31.16722268599834,121.46208067858042,16,2025-04-26 22:33:20.242746
bike_787,31.16659471036441,121.4812152597471,19,2025-04-30 14:43:23.379308
bike_788,31.16234516144057,121.47369693064167,10,2025-04-26 16:04:17.364438
bike_789,31.173531681225118,121.47392481490623,18,2025-05-02 15:40:35.821387
bike_790,31.161381551630615,121.47448046792684,21,2025-04-28 20:02:46.260615
bike_791,31.163832093410925,121.46827795485858,0,2025-04-27 15:10:21.535679
bike_792,31.170633538156885,121.4735568367451,31,2025-04-30 20:29:02.067998
bike_793,31.16258827019169,121.4699854105654,9,2025-04-28 17:41:11.728111
bike_794,31.155979625868085,121.46865165318147,22,2025-04-30 16:49:16.599241
bike_795,31.16302913367911,121.46968131212873,8,2025-04-27 07:29:50.518772
bike_796,31.163453078447564,121.463857035533,23,2025-04-29 22:49:01.409936
bike_797,31.166682093840777,121.47014973427055,33,2025-04-30 15:29:07.642264
bike_798,31.172061643535002,121.47244103106101,36,2025-04-28 17:24:54.887735
bike_799,31.173046256553125,121.46891628900974,17,2025-04-27 15:17:33.541235
bike_800,31.166284491288142,121.47743204537127,21,2025-04-30 10:45:58.161219
bike_801,31.168575527060447,121.47036242598587,26,2025-04-30 01:54:33.790960
bike_802,31.16254802929062,121.46167387775871,21,2025-04-29 10:57:13.510280
bike_803,31.16378607100869,121.47100134663154,35,2025-05-01 01:07:45.904895
bike_804,31.161453593464397,121.4766380103992,25,2025-04-26 20:10:11.256424
bike_805,31.171647703143556,121.46905765986938,20,2025-04-28 20:25:40.215511
bike_806,31.16323246120923,121.46778137472987,23,2025-04-26 21:33:06.621166
bike_807,31.167131863127704,121.46567004515596,12,2025-04-29 15:25:11.308174
bike_808,31.15977147189725,121.46562046785934,17,2025-05-02 06:30:27.098027
bike_809,31.17239486569191,121.46904944406697,11,2025-05-03 08:26:14.301924
bike_810,31.16379062642221,121.47667292271099,36,2025-05-02 07:50:15.474176
bike_811,31.163046044133463,121.46889303002592,14,2025-05-03 04:36:25.253194
bike_812,31.16438324705557,121.46188260664137,33,2025-05-03 06:24:40.446012
bike_813,31.164002263847085,121.47158476691328,13,2025-05-03 04:27:41.393991
bike_814,31.169937319070414,121.46277338056167,34,2025-04-26 15:37:34.944213
bike_815,31.156245222752364,121.47313415053,9,2025-04-27 03:18:43.091568
bike_816,31.16958649344094,121.47566324095499,0,2025-05-03 02:43:42.821018
bike_817,31.170965572027317,121.47008430434683,14,2025-05-01 21:14:36.812064
bike_818,31.168189557593692,121.47087606023611,11,2025-05-01 02:31:57.086293
bike_819,31.168301152133214,121.46755421613177,19,2025-04-30 08:57:03.099637
bike_820,31.161626929834952,121.46623666797468,3,2025-04-29 18:11:41.367236
bike_821,31.166175191277162,121.4654990409219,26,2025-05-02 09:22:10.771852
bike_822,31.16848594920415,121.46913393552781,13,2025-04-30 22:33:51.439720
bike_823,31.17340481905645,121.46710402994304,35,2025-05-02 02:43:39.738791
bike_824,31.16061685432578,121.46484372747916,27,2025-04-27 06:21:44.555601
bike_825,31.163351773721406,121.47447950292782,15,2025-05-01 18:48:55.931494
bike_826,31.157773612047556,121.4763059493713,25,2025-04-28 18:08:43.313436
bike_827,31.16303688509302,121.47734115129936,24,2025-04-30 22:39:54.453501
bike_828,31.16143504742406,121.46544544384676,28,2025-05-02 21:34:41.751080
bike_829,31.167940473029873,121.4770065535658,30,2025-05-01 10:35:56.411536
bike_830,31.166033096122653,121.48283764626159,13,2025-04-30 14:08:41.434405
bike_831,31.15573399458727,121.4675069338627,31,2025-05-02 01:22:05.071193
bike_832,31.165962921020768,121.47235526476305,24,2025-04-27 16:54:53.795182
bike_833,31.172262267211586,121.47290652351172,26,2025-05-01 16:42:59.103222
bike_834,31.161293121864492,121.47593138002088,24,2025-05-01 04:44:15.026789
bike_835,31.169422471405078,121.47987159785762,36,2025-04-29 10:33:52.206303
bike_836,31.169500930331576,121.46314627104051,14,2025-04-28 02:06:11.445275
bike_837,31.168558900302596,121.46624305837409,26,2025-04-28 05:42:56.498251
bike_838,31.158333004319413,121.47284814219721,10,2025-04-27 12:31:04.247726
bike_839,31.163483511341344,121.46085505560382,17,2025-04-30 05:02:53.656564
bike_840,31.167581779908904,121.46607512498548,39,2025-04-29 15:08:11.215601
bike_841,31.16218514159493,121.4670781059613,22,2025-05-03 02:45:17.369536
bike_842,31.165300078454198,121.4723529394528,29,2025-04-29 12:29:10.880237
bike_843,31.16104893724693,121.47143188740407,21,2025-05-01 01:56:37.690207
bike_844,31.160925285783097,121.47056537839191,27,2025-05-02 11:09:12.807988
bike_845,31.15992598166108,121.476612621226,39,2025-04-27 03:58:49.699756
bike_846,31.166138451394254,121.47462268792212,30,2025-04-28 17:02:47.285498
bike_847,31.16433608668204,121.4726923367158,26,2025-04-29 00:45:40.658673
bike_848,31.15922591724203,121.47023883489734,20,2025-04-28 08:47:24.466879
bike_849,31.17073951504898,121.46520141752083,0,2025-05-02 12:36:57.707866
bike_850,31.16845794789237,121.47258661669153,26,2025-05-02 17:50:52.481543
bike_851,31.17259009812482,121.4681446111969,16,2025-05-03 11:13:10.855453
bike_852,31.166297969387724,121.46684801657608,33,2025-05-01 16:28:19.124848
bike_853,31.165038642043537,121.46992711273481,26,2025-05-02 20:56:07.332267
bike_854,31.178744252596978,121.46066746935585,28,2025-04-29 05:13:34.016333
bike_855,31.157969813669638,121.46845386988566,17,2025-05-02 18:59:18.638434
bike_856,31.161818990842196,121.47852204380465,0,2025-04-27 08:27:24.948031
bike_857,31.162104623286307,121.4765026140111,11,2025-04-28 18:14:37.041746
bike_858,31.156751340796347,121.46566263452591,31,2025-05-02 12:50:44.072093
bike_859,31.16032971679813,121.47306250816672,37,2025-04-28 13:31:19.601192
bike_860,31.16842876351776,121.474089418073,23,2025-04-29 23:13:54.235871
bike_861,31.168639507339346,121.47862661565466,15,2025-04-29 03:33:03.759021
bike_862,31.156223796327055,121.46962207324543,24,2025-05-02 14:07:56.921280
bike_863,31.177687786154294,121.46821841381623,11,2025-05-03 01:38:39.556622
bike_864,31.16534077569225,121.47241004437402,10,2025-04-29 15:46:29.646170
bike_865,31.16820117934173,121.465077343359,39,2025-05-01 16:50:11.180719
bike_866,31.164817011029395,121.47599824518582,4,2025-04-27 04:22:18.168736
bike_867,31.16663973140951,121.47786190267426,11,2025-04-28 23:32:33.482817
bike_868,31.17174512766615,121.46460026630182,18,2025-04-28 13:19:58.126170
bike_869,31.15478726410818,121.47547401069029,16,2025-04-28 02:26:53.713360
bike_870,31.16413652605217,121.46629754104057,32,2025-04-28 17:42:48.510956
bike_871,31.172043828272905,121.46853416039806,0,2025-04-26 22:11:24.781324
bike_872,31.15902215279048,121.46883240521977,16,2025-04-29 09:01:17.759312
bike_873,31.164474132178903,121.47312064951655,18,2025-04-29 22:13:41.969679
bike_874,31.1624425828355,121.47372022765285,10,2025-04-26 11:36:10.603738
bike_875,31.154589567586857,121.4679993968703,10,2025-04-27 06:50:05.560068
bike_876,31.163717470267237,121.46245992458957,6,2025-04-28 20:23:48.757143
bike_877,31.174878517651134,121.46753290908129,21,2025-04-26 18:51:27.960437
bike_878,31.167468669470523,121.47104216977527,8,2025-04-29 06:07:16.721521
bike_879,31.15593066445989,121.47888128442986,11,2025-04-30 17:24:43.600111
bike_880,31.163106411621904,121.47395921484618,12,2025-05-02 00:08:28.484424
bike_881,31.165318312673392,121.46802411127582,29,2025-04-29 10:17:30.955021
bike_882,31.166189338278155,121.47695888920069,14,2025-04-29 16:27:28.759611
bike_883,31.165533941656495,121.46747084032606,17,2025-05-01 09:26:31.589222
bike_884,31.168933951179184,121.47105952276092,19,2025-04-30 10:31:09.240481
bike_885,31.16113273740164,121.47229213803791,32,2025-05-02 21:45:12.483691
bike_886,31.166500089448334,121.48278663580601,15,2025-04-27 16:00:40.156591
bike_887,31.161380705707185,121.47592262937232,25,2025-05-03 04:27:24.752454
bike_888,31.160846702777953,121.4736092640264,0,2025-04-29 09:40:35.201581
bike_889,31.165848164799023,121.47379270235928,33,2025-04-26 19:32:07.184098
bike_890,31.16449745380259,121.46805471698495,15,2025-04-30 09:19:44.744310
bike_891,31.158590922366002,121.4790758698331,21,2025-04-27 03:37:15.933817
bike_892,31.16196651760482,121.46496626034313,14,2025-04-30 08:52:18.656389
bike_893,31.166543558785524,121.47747112616676,31,2025-04-29 14:02:14.722617
bike_894,31.162117704834095,121.47365037871535,31,2025-04-27 23:26:41.005010
bike_895,31.15730637031162,121.48016308176643,20,2025-04-29 05:34:11.294396
bike_896,31.16779832364435,121.47429810918392,7,2025-04-29 11:11:41.128802
bike_897,31.17191635349876,121.47420051059864,4,2025-04-28 19:14:56.943705
bike_898,31.16557571847727,121.47087184294318,11,2025-05-02 07:46:45.219730
bike_899,31.162328439105753,121.46868855529905,14,2025-04-30 16:23:43.962135
bike_900,31.16423508094284,121.45678214362889,40,2025-04-30 18:55:01.611285
bike_901,31.163925509301254,121.47237494316192,12,2025-05-02 23:16:14.480624
bike_902,31.164961680494894,121.47990800146795,38,2025-04-27 07:42:54.766641
bike_903,31.1676491600021,121.47177361573532,41,2025-05-03 03:33:59.531682
bike_904,31.16789633987037,121.46915664848518,17,2025-05-02 06:41:01.733326
bike_905,31.1567263299375,121.47202738839223,23,2025-05-02 11:16:31.230725
bike_906,31.165569458335177,121.47631846482733,0,2025-05-02 22:19:46.159379
bike_907,31.15934675836264,121.48028022515713,0,2025-05-03 07:11:31.184087
bike_908,31.16329716518706,121.46637639597925,14,2025-05-02 18:41:22.485640
bike_909,31.165466302720322,121.47396649171806,10,2025-04-30 17:10:34.051291
bike_910,31.170585828494225,121.46979430049085,17,2025-05-02 05:08:51.100884
bike_911,31.16801809230118,121.47663032990286,5,2025-04-27 00:15:21.180454
bike_912,31.17813953847686,121.47051363472363,16,2025-05-01 00:26:07.021369
bike_913,31.16742792898365,121.469687919811,15,2025-04-30 16:08:13.090705
bike_914,31.16789257481263,121.47304425959699,19,2025-05-02 04:50:06.013255
bike_915,31.161927237699068,121.47681889577616,14,2025-04-29 10:03:37.450476
bike_916,31.172910137947426,121.47360323740169,24,2025-04-27 09:39:56.693804
bike_917,31.16571294316819,121.46959817859151,17,2025-04-29 15:03:43.161784
bike_918,31.15956455374182,121.47394311111636,0,2025-04-26 11:48:30.323648
bike_919,31.16690660013907,121.46728739980493,9,2025-05-02 08:33:25.440720
bike_920,31.163495931056392,121.46852047691193,8,2025-04-28 18:47:45.765910
bike_921,31.15177902774074,121.4688223816198,31,2025-04-29 10:31:30.529567
bike_922,31.15625163440301,121.47091223095745,7,2025-04-29 14:14:29.704957
bike_923,31.157929684067444,121.47312287892309,32,2025-04-29 12:29:26.996555
bike_924,31.161793860963154,121.47582647228458,9,2025-04-29 11:54:11.392183
bike_925,31.168199090086404,121.47556971746076,17,2025-05-02 12:51:00.885605
bike_926,31.17712187623563,121.4687721143221,4,2025-04-29 06:32:33.226428
bike_927,31.155677312602144,121.4720271717019,19,2025-05-01 11:14:22.837327
bike_928,31.16377491461703,121.47463210175427,21,2025-05-02 05:55:26.710460
bike_929,31.16045826202425,121.47112018665909,28,2025-04-30 14:47:14.766165
bike_930,31.175517195126936,121.47622131617811,20,2025-05-02 02:14:50.641171
bike_931,31.16959539957268,121.47235343859134,32,2025-04-30 11:02:22.985052
bike_932,31.16687270760286,121.47303331570856,21,2025-04-29 11:06:29.466750
bike_933,31.162053384173316,121.46747932306849,13,2025-05-01 07:44:49.371441
bike_934,31.161168276439337,121.48205324409399,33,2025-04-30 11:34:22.388077
bike_935,31.16128887091991,121.47242946133476,5,2025-05-01 11:37:59.027977
bike_936,31.165384975863727,121.4776273071111,16,2025-05-03 08:53:45.615409
bike_937,31.171598956712607,121.4773422157142,18,2025-04-29 12:22:25.016782
bike_938,31.169911449688172,121.47772555327784,31,2025-04-26 22:41:32.839283
bike_939,31.16816184134908,121.46960979011145,17,2025-05-01 22:09:19.674350
bike_940,31.167168811400845,121.48167844755783,20,2025-05-01 19:03:42.086120
bike_941,31.1688733365888,121.47535844712539,11,2025-05-01 23:59:48.755419
bike_942,31.15645094644723,121.47159952413426,21,2025-04-26 22:13:17.296152
bike_943,31.169936237698597,121.46792670293885,27,2025-04-26 16:59:50.982968
bike_944,31.17018641508588,121.46650036803555,17,2025-04-28 18:22:39.917138
bike_945,31.167569837536206,121.47954187878341,20,2025-05-01 06:46:37.082532
bike_946,31.157609729831524,121.48091822216263,10,2025-04-28 06:01:43.558830
bike_947,31.162407508166442,121.46433908746906,11,2025-04-27 23:36:56.844556
bike_948,31.161722969696296,121.47024953714285,27,2025-04-28 05:00:35.941748
bike_949,31.157373415253012,121.46564449470318,19,2025-05-02 16:54:38.000469
bike_950,31.161270964190052,121.46737438276075,8,2025-04-27 19:20:31.274761
bike_951,31.163027644140044,121.4750158049847,14,2025-04-28 15:15:02.177403
bike_952,31.16703041639707,121.47217620449025,23,2025-05-01 03:30:47.564869
bike_953,31.1760177735077,121.47147352777024,9,2025-05-01 06:47:53.101003
bike_954,31.165059868066407,121.47329612987745,23,2025-05-02 12:09:30.375423
bike_955,31.164269858604193,121.47313265776096,32,2025-04-27 18:49:04.352500
bike_956,31.16879147319023,121.47071865439419,23,2025-04-27 10:59:44.731496
bike_957,31.166923949300653,121.46781957044327,28,2025-05-01 16:50:09.482794
bike_958,31.17067045272871,121.47110594405373,20,2025-05-03 02:12:51.113297
bike_959,31.163895718884575,121.4804619681322,16,2025-05-02 06:57:14.544880
bike_960,31.170164325362034,121.47232286066296,32,2025-05-02 03:26:23.819971
bike_961,31.16536985885781,121.4804620604362,11,2025-04-27 16:00:06.241796
bike_962,31.17638819748252,121.47409618330242,28,2025-05-02 17:31:02.682160
bike_963,31.16727960916595,121.476116023538,10,2025-04-27 07:30:21.159645
bike_964,31.171948258803724,121.46857065686912,23,2025-04-30 14:43:05.280000
bike_965,31.1652779776618,121.47236586482802,6,2025-05-01 17:25:40.161380
bike_966,31.16888078155061,121.47072751178437,23,2025-04-28 00:56:23.831753
bike_967,31.159801427773424,121.46991458019453,20,2025-04-26 15:17:38.405751
bike_968,31.163593499475205,121.46424983945955,6,2025-05-01 01:25:02.824734
bike_969,31.151302965820168,121.47614211322117,20,2025-04-29 21:55:17.494673
bike_970,31.17015361018211,121.47052214173266,18,2025-04-28 19:48:58.583829
bike_971,31.157147215532447,121.48015874375957,33,2025-05-02 02:20:42.430477
bike_972,31.163004693166155,121.47391375503143,30,2025-04-30 12:50:16.517024
bike_973,31.156637510117754,121.47000186859404,20,2025-05-01 05:19:16.608751
bike_974,31.17317053741822,121.47539526551999,18,2025-05-01 01:15:43.251420
bike_975,31.157868819886,121.46938620751622,24,2025-05-02 07:01:55.168759
bike_976,31.168312232950587,121.47303777978578,21,2025-04-30 10:53:41.371718
bike_977,31.16508385844541,121.4662201493517,7,2025-04-29 02:50:28.674717
bike_978,31.157466167417603,121.4684997487123,23,2025-05-03 05:14:44.464614
bike_979,31.16438191510888,121.46916042465308,14,2025-04-30 08:36:07.311726
bike_980,31.170380540062695,121.47194657772543,40,2025-04-27 10:30:07.085300
bike_981,31.16385220987523,121.47895045849305,19,2025-04-26 13:25:34.768435
bike_982,31.166396176721054,121.4673643152176,28,2025-04-29 16:46:28.152733
bike_983,31.166356410268364,121.4686159269567,5,2025-04-27 17:39:17.301395
bike_984,31.162328669122537,121.47643851134731,15,2025-05-03 11:07:27.802799
bike_985,31.15959540644427,121.46748014988366,22,2025-05-01 10:16:34.259354
bike_986,31.158285385668012,121.46227366268721,7,2025-04-27 08:04:22.137566
bike_987,31.164834765299773,121.47600943867785,12,2025-04-26 19:03:11.374756
bike_988,31.163354419481543,121.47067778477754,16,2025-05-01 09:08:58.997738
bike_989,31.160311440054752,121.46896693512473,16,2025-04-29 00:33:37.888750
bike_990,31.166357515279273,121.47233470079276,33,2025-05-02 22:08:41.813147
bike_991,31.16389976720973,121.47253114622526,35,2025-04-26 22:10:45.107226
bike_992,31.16525753976692,121.47060771104947,22,2025-05-01 11:28:54.774160
bike_993,31.160653346368175,121.46411555554334,29,2025-05-02 08:21:54.155322
bike_994,31.153747960428003,121.46696544950144,25,2025-05-01 07:05:34.866229
bike_995,31.172143677822994,121.47151096508733,27,2025-05-02 09:03:17.768207
bike_996,31.17141698881776,121.46714689589186,20,2025-04-30 19:49:40.186879
bike_997,31.162396833715345,121.47095626811566,18,2025-05-03 03:59:02.490314
bike_998,31.166974900329883,121.46944098861083,8,2025-04-26 19:59:52.274874
bike_999,31.16693169911532,121.46868258780422,33,2025-05-01 01:40:10.349322
bike_1000,31.162086798083696,121.46554852039613,24,2025-05-02 10:41:35.923735
bike_1001,31.166309313498523,121.475738471095,7,2025-04-29 00:26:11.145489
bike_1002,31.15937443931457,121.466578765777,16,2025-04-29 07:01:06.148996
bike_1003,31.162698880155002,121.47733819405721,17,2025-05-01 19:19:39.533240
bike_1004,31.163228413835828,121.47632383487168,6,2025-04-29 06:15:57.607158
bike_1005,31.159988382510846,121.478454098725,15,2025-04-30 04:25:33.592107
bike_1006,31.167582594501628,121.46880607504356,24,2025-05-02 16:46:04.225016
bike_1007,31.163274644923444,121.47543479189784,8,2025-05-03 01:51:37.367956
bike_1008,31.170649661413986,121.46445044106794,25,2025-04-30 18:14:28.416213
bike_1009,31.162233493691662,121.47010919826893,9,2025-05-01 07:32:05.122890
bike_1010,31.16468702964414,121.47302701043282,36,2025-04-27 06:37:56.701755
bike_1011,31.172640640373555,121.48350047364009,15,2025-04-27 01:15:16.797611
bike_1012,31.162769035140276,121.46594254548404,5,2025-04-28 03:34:28.087589
bike_1013,31.166820575857173,121.47074975062962,26,2025-04-27 07:14:04.043109
bike_1014,31.17246164299182,121.46376588427945,18,2025-04-28 06:14:55.578926
bike_1015,31.164198775839964,121.47536454126326,22,2025-04-30 08:29:22.684832
bike_1016,31.164405754397016,121.4604487479734,18,2025-04-27 02:25:14.519728
bike_1017,31.17248103591656,121.47341952722871,14,2025-04-30 10:21:51.105621
bike_1018,31.170248704966664,121.46946412329359,30,2025-04-27 21:50:37.468492
bike_1019,31.165712593371822,121.4742864290175,27,2025-04-27 13:15:29.457551
bike_1020,31.168021963767863,121.4686487933451,18,2025-04-30 15:42:34.668360
bike_1021,31.162142664688215,121.48112932903628,12,2025-04-29 00:35:16.180664
bike_1022,31.171372530658584,121.47435890808472,12,2025-04-29 15:32:52.515266
bike_1023,31.16164234504894,121.4667760659891,18,2025-05-01 22:55:53.622054
bike_1024,31.173238363670986,121.47099221043501,25,2025-04-30 03:24:28.751154
bike_1025,31.165213193711647,121.4761770016687,9,2025-04-30 08:10:29.268933
bike_1026,31.16915401539155,121.47011608947732,16,2025-05-03 11:03:58.859650
bike_1027,31.16867776610121,121.4654920600702,21,2025-05-02 09:29:47.643553
bike_1028,31.170989222081243,121.47478704293755,35,2025-04-28 08:22:29.080767
bike_1029,31.155612114525162,121.47575060515257,14,2025-04-27 04:27:43.539083
bike_1030,31.165897172262994,121.46968219044281,12,2025-04-27 18:10:46.631001
bike_1031,31.156686391454574,121.47895711303843,31,2025-05-01 02:06:14.784515
bike_1032,31.164478074458867,121.47411753659365,24,2025-05-02 04:40:46.120768
bike_1033,31.158873460406554,121.47017148292507,23,2025-04-29 00:29:25.877115
bike_1034,31.17410485806459,121.46852614556613,13,2025-05-03 04:15:11.854736
bike_1035,31.16806509840692,121.46204579342549,24,2025-04-30 10:04:41.740812
bike_1036,31.1693157799197,121.4716759287365,27,2025-05-01 15:43:44.131809
bike_1037,31.163079002494875,121.4679052762239,44,2025-04-29 06:19:36.719666
bike_1038,31.17117743312288,121.46944341049817,8,2025-04-29 03:32:10.368644
bike_1039,31.165299270231817,121.4720497507075,7,2025-04-28 19:13:17.954939
bike_1040,31.166812106047843,121.47824220134247,36,2025-04-30 00:56:26.944245
bike_1041,31.1546245207578,121.47321047062798,5,2025-04-27 19:57:19.961680
bike_1042,31.165365267712268,121.48104661605302,12,2025-04-30 09:41:18.301484
bike_1043,31.167131973217096,121.46291874354621,25,2025-04-27 00:13:13.656772
bike_1044,31.16394097121299,121.46110397184762,20,2025-04-28 07:23:11.753243
bike_1045,31.164765646254004,121.4686988320652,25,2025-05-03 09:12:30.006309
bike_1046,31.1637528320561,121.47964627785792,23,2025-04-30 01:44:30.558349
bike_1047,31.17686818534862,121.47331484754761,19,2025-04-30 11:07:39.824468
bike_1048,31.156936170720336,121.46898801786664,26,2025-05-02 02:28:18.674602
bike_1049,31.172791301895064,121.47157334114759,21,2025-05-02 15:11:50.961374
bike_1050,31.16154340172309,121.47103405036958,14,2025-04-27 13:26:02.185373
bike_1051,31.162310036199028,121.46352563299236,19,2025-04-29 10:11:09.046035
bike_1052,31.162154064515896,121.46217017342103,27,2025-05-01 06:12:54.969539
bike_1053,31.16353275634915,121.46734919760193,22,2025-04-26 16:53:26.741926
bike_1054,31.163281237079353,121.47942207763938,28,2025-05-01 11:18:36.967743
bike_1055,31.16127109245318,121.48217180132464,36,2025-05-01 11:51:45.215739
bike_1056,31.16434895284535,121.47401411965764,17,2025-05-03 01:46:44.983678
bike_1057,31.169282497035155,121.47127737324625,29,2025-05-01 17:16:04.157606
bike_1058,31.17593549937126,121.47609156143368,15,2025-04-29 13:16:34.311110
bike_1059,31.160212053075853,121.4716025107727,33,2025-05-02 21:49:57.760940
bike_1060,31.15674996533233,121.47373074520381,21,2025-04-29 10:30:47.092191
bike_1061,31.166018397064224,121.46637827506834,14,2025-04-27 07:24:43.567249
bike_1062,31.172047319426404,121.47517888827602,22,2025-04-29 02:28:33.424962
bike_1063,31.162933624075094,121.46759182884506,27,2025-05-01 08:39:45.007091
bike_1064,31.17055122457701,121.4742894184704,12,2025-04-30 03:33:58.711536
bike_1065,31.167730031800623,121.46480895292957,19,2025-04-30 04:30:26.166875
bike_1066,31.163684960746032,121.4694876523874,16,2025-05-02 01:01:51.546474
bike_1067,31.162877447687872,121.47878635482064,16,2025-05-03 05:26:25.382776
bike_1068,31.165162709806285,121.47798522456792,17,2025-04-27 06:30:16.964359
bike_1069,31.165313137159277,121.46713322136841,17,2025-04-27 15:51:28.023353
bike_1070,31.168715963901533,121.46593628495302,34,2025-04-26 21:36:37.465058
bike_1071,31.160357678009323,121.46533581043552,30,2025-04-26 23:05:06.211169
